TPLNR;PLTXT;TPLKZ;FLTYP;EQART;BRGEW;GEWEI;GROES;INVNR;DATAB;ANSWT;WAERS;ANSDT;HERST;HERLD;TYPBZ;BAUJJ;BAUMM;MAPAR;SERGE;SWERK;STORT;BEBER;MSGRP;ABCKZ;EQFNR;BUKRS;KOSTL;RBNR;ANLNR;ANLUN;PROID;IWERK;INGRP;GEWRK;WERGW;TPLMA;POSNR;SUBMT;IEQUI;EINZL;NAME1;SORT1;STREET;HOUSE_NUM1;POST_CODE1;CITY1;COUNTRY;REGION;TIME_ZONE;TEL_NUMBER;MOB_NUMBER;FAX_NUMBER;SMTP_ADDR;PARVW;PARNR;TEL_NUMBER_OLD;MOB_NUMBER_OLD;FAX_NUMBER_OLD;ZZITO_CAP_NOM;ZZITO_CAP_PART;PARNR_OLD;SMTP_ADDR_OLD;PARVW_OLD;LONGITUDE;LATITUDE;ALTITUDE;Z_ABCKZ;TRPNR;ADRNRI
COS-COG3-0A-EM-OC;Fdr n.14 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-OC;Fdr n.15 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-OC;Fdr n.16 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-OC;Fdr n.17 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-1M-OL;Fdr n.01 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-1M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-2M-OL;Fdr n.02 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-2M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-3M-OL;Fdr n.03 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-3M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-4M-OL;Fdr n.04 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-4M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-5M-OL;Fdr n.05 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-5M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-6M-OL;Fdr n.06 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-6M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-7M-OL;Fdr n.07 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-OL;Fdr n.08 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-OL;Fdr n.09 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-OL;Fdr n.10 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-OL;Fdr n.11 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-OL;Fdr n.12 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-OL;Fdr n.13 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-EM-OL;Fdr n.14 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-OL;Fdr n.15 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-OL;Fdr n.16 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-OL;Fdr n.17 - Líneas eléctricas aéreas;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-1M-UL;Fdr n.01 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-1M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-2M-UL;Fdr n.02 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-2M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-3M-UL;Fdr n.03 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-3M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-4M-UL;Fdr n.04 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-4M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-5M-UL;Fdr n.05 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-5M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-6M-UL;Fdr n.06 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-6M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-7M-UL;Fdr n.07 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-UL;Fdr n.08 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-UL;Fdr n.09 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-UL;Fdr n.10 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-UL;Fdr n.11 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-UL;Fdr n.12 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-UL;Fdr n.13 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-EM-UL;Fdr n.14 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-UL;Fdr n.15 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-UL;Fdr n.16 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-UL;Fdr n.17 - Líneas eléctricas subterr.;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-1M-MA-I1;Fdr n.01 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-1M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-2M-MA-I1;Fdr n.02 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-2M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-3M-MA-I1;Fdr n.03 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-3M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-4M-MA-I1;Fdr n.04 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-4M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-5M-MA-I1;Fdr n.05 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-5M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-6M-MA-I1;Fdr n.06 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-6M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-7M-MA-I1;Fdr n.07 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-MA-I1;Fdr n.08 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-MA-I1;Fdr n.09 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-MA-I1;Fdr n.10 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-MA-I1;Fdr n.11 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-MA-I1;Fdr n.12 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-MA-I1;Fdr n.13 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-EM-MA-I1;Fdr n.14 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-MA-I1;Fdr n.15 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-MA-I1;Fdr n.16 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-MA-I1;Fdr n.17 - Interruptor automático MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-1M-MA-D1;Fdr n.01 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-1M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-2M-MA-D1;Fdr n.02 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-2M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-3M-MA-D1;Fdr n.03 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-3M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-4M-MA-D1;Fdr n.04 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-4M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-5M-MA-D1;Fdr n.05 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-5M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-6M-MA-D1;Fdr n.06 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-6M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-7M-MA-D1;Fdr n.07 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-MA-D1;Fdr n.08 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-MA-D1;Fdr n.09 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-MA-D1;Fdr n.10 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-MA-D1;Fdr n.11 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-MA-D1;Fdr n.12 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-MA-D1;Fdr n.13 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-EM-MA-D1;Fdr n.14 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-MA-D1;Fdr n.15 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-MA-D1;Fdr n.16 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-MA-D1;Fdr n.17 - Seccionador MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-1M-MA-A1;Fdr n.01 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-1M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-2M-MA-A1;Fdr n.02 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-2M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
